species,log_p_value,log_p_adjusted,log_effect_size,lin_p_value,lin_p_adjusted,lin_effect_size,both_sig_fdr,log_only,lin_only
s__GGB39817_SGB99175,5.698805012865026e-06,9.684074122090372e-06,1.0,9.975388389958584e-17,8.653069463847798e-16,6.168576414184544,True,False,False
s__GGB46527_SGB64388,3.853428906394929e-06,9.684074122090372e-06,0.9,3.57668755420001e-69,1.7788059436221382e-67,11.554354549564492,True,False,False
s__GGB61412_SGB83485,4.311452708214342e-06,9.684074122090372e-06,0.95,2.7084115732789505e-05,3.361855297281359e-05,5.138343534588972,True,False,False
s__GGB33037_SGB127733,3.853428906394807e-06,9.684074122090372e-06,0.95,5.6925772344612387e-11,1.9586686203193504e-10,8.048573510405058,True,False,False
s__GGB46603_SGB64473,5.69880501286528e-06,9.684074122090372e-06,1.0,8.40578138357566e-08,1.6492760000343502e-07,5.965011966559488,True,False,False
s__Polynucleobacter_sp_71A_WALBACH,2.5585376682614837e-06,9.684074122090372e-06,0.95,2.1777144391103297e-07,3.804625226174018e-07,2.598838085321568,True,False,False
s__GGB43779_SGB93081,2.5585376682614596e-06,9.684074122090372e-06,0.9,2.161594430998464e-07,3.7942339894702443e-07,3.860855392218866,True,False,False
s__GGB15867_SGB24119,5.698805012864805e-06,9.684074122090372e-06,0.95,0.0002268617300903,0.0002632019450193,2.4962980547352336,True,False,False
s__GGB46509_SGB64370,2.7355202079259265e-06,9.684074122090372e-06,0.8,0.0003385759282549,0.0003856147213407,4.107409095615755,True,False,False
s__GGB24407_SGB36248,5.69880501286528e-06,9.684074122090372e-06,1.0,1.0148841195218861e-22,1.682452340362949e-21,8.83465427722085,True,False,False
s__GGB67335_SGB91088,4.311452708214477e-06,9.684074122090372e-06,1.0,2.0716006576149923e-05,2.6060945878259436e-05,4.3855669771820605,True,False,False
s__Methylophilaceae_bacterium_LSUCC0268,5.698805012864805e-06,9.684074122090372e-06,0.95,1.0882113963543603e-06,1.6203706620366323e-06,2.729329600768408,True,False,False
s__GGB62437_SGB95276,5.69880501286528e-06,9.684074122090372e-06,1.0,1.268236897159407e-14,7.508767660959664e-14,4.954185421049535,True,False,False
s__Nitrospira_sp_SCGC_AG_212_E16,4.311452708214342e-06,9.684074122090372e-06,0.95,4.670939992735167e-08,9.67922565161232e-08,5.755804145944596,True,False,False
s__GGB53648_SGB74779,5.698805012864805e-06,9.684074122090372e-06,0.95,9.239412395553811e-06,1.2092283591373936e-05,2.810992827381697,True,False,False
s__Pleurocapsa_sp_CCALA_161,4.311452708214469e-06,9.684074122090372e-06,0.85,3.7389205439168957e-25,7.969242073605727e-24,7.336870484828155,True,False,False
s__GGB67109_SGB90821,5.698805012865313e-06,9.684074122090372e-06,0.9,3.9585201605622246e-15,2.4815596972936302e-14,5.810741184546876,True,False,False
s__GGB6264_SGB8922,5.698805012864805e-06,9.684074122090372e-06,0.95,2.783537024310669e-07,4.719360500308543e-07,2.4962980547352336,True,False,False
s__Pseudanabaena_sp_UWO311,5.698805012864805e-06,9.684074122090372e-06,0.95,0.0001078753607662,0.0001285543436606,3.888079929882257,True,False,False
s__Simplicispira_SGB61893,2.755061673982931e-06,9.684074122090372e-06,0.85,0.0002469249581438,0.0002847079115538,5.423672247194876,True,False,False
s__actinobacterium_SCGC_AAA041_L13,2.5585376682614503e-06,9.684074122090372e-06,0.8666666666666666,3.728225380100872e-06,5.093875702482144e-06,2.0515268098232213,True,False,False
s__GGB49317_SGB56530,5.698805012864805e-06,9.684074122090372e-06,0.95,2.527737442789696e-07,4.324981954864938e-07,2.7016872204268148,True,False,False
s__Dechloromonas_sp_H13,4.48816909476732e-06,9.684074122090372e-06,0.8,6.927376795113682e-08,1.3854753590227364e-07,4.846237131243667,True,False,False
s__GGB67134_SGB90850,3.8534289063952856e-06,9.684074122090372e-06,0.9,9.491628833534844e-07,1.4362586429649076e-06,6.294565465085544,True,False,False
s__Zoogloea_ramigera,2.304573917307956e-06,9.684074122090372e-06,0.75,3.413238352725202e-09,8.720122640866442e-09,4.56872212649172,True,False,False
s__GGB43468_SGB60787,4.311452708214494e-06,9.684074122090372e-06,0.85,1.37367163846731e-06,2.009331455483556e-06,4.497285844385432,True,False,False
s__Hylemonella_gracilis,2.5585376682613702e-06,9.684074122090372e-06,0.95,5.432444100329771e-06,7.288854854039585e-06,2.8860840197985285,True,False,False
s__GGB42125_SGB59267,2.735520207926064e-06,9.684074122090372e-06,0.95,0.0162109601011973,0.0168431423892663,3.430270370931489,True,False,False
s__GGB25836_SGB37823,5.69880501286509e-06,9.684074122090372e-06,0.95,0.0001987019981718,0.0002319744767389,2.7171767806506306,True,False,False
s__GGB45699_SGB63416,5.698805012864805e-06,9.684074122090372e-06,0.95,0.0002266471314307,0.0002632019450193,2.4962980547352336,True,False,False
s__Nitrosomonas_oligotropha,2.55853766826138e-06,9.684074122090372e-06,0.9,9.209575056691756e-05,0.0001104556751172,4.824499747794666,True,False,False
s__Limnohabitans_sp_2KL_27,2.558537668261356e-06,9.684074122090372e-06,0.9,2.797373869420663e-56,1.22755347446342e-54,11.44696668169532,True,False,False
s__Thioploca_ingrica,5.698805012864805e-06,9.684074122090372e-06,0.95,1.3515796194153491e-05,1.732437106673283e-05,2.4962980547352336,True,False,False
s__GGB92434_SGB133094,5.698805012864805e-06,9.684074122090372e-06,0.95,2.014208300045319e-07,3.560662065956891e-07,2.6961393902331,True,False,False
s__GGB77687_SGB108590,5.698805012864805e-06,9.684074122090372e-06,0.95,0.0015792126724138,0.0017350407269818,2.7848432551326905,True,False,False
s__GGB93539_SGB132226,4.311452708214342e-06,9.684074122090372e-06,0.95,3.2344680657840347e-05,4.001514389842272e-05,4.37719460338789,True,False,False
s__Prevotella_oryzae,2.735520207925987e-06,9.684074122090372e-06,0.75,1.8276484315454346e-08,4.119110966564634e-08,4.511321848803212,True,False,False
s__GGB64314_SGB86769,5.698805012864805e-06,9.684074122090372e-06,0.95,1.126247597540857e-06,1.6736667485368116e-06,2.7414624737113207,True,False,False
s__Candidatus_Velamenicoccus_archaeovorus,5.6988050128647515e-06,9.684074122090372e-06,0.95,1.1878211470222454e-05,1.530422410498437e-05,3.945764023714706,True,False,False
s__GGB56701_SGB78134,3.853428906394764e-06,9.684074122090372e-06,0.95,7.539559701216948e-06,9.94271971714106e-06,3.5240325870520626,True,False,False
s__Qipengyuania_aerophila,4.311452708214268e-06,9.684074122090372e-06,0.95,9.56690825910288e-06,1.247712161064816e-05,2.4962980547352336,True,False,False
s__GGB46504_SGB64365,4.311452708214469e-06,9.684074122090372e-06,0.85,1.5584985609280742e-10,4.885041707782956e-10,3.910058703103113,True,False,False
s__GGB34383_SGB60872,5.698805012864413e-06,9.684074122090372e-06,0.9,7.387515838153884e-85,7.87298116466114e-83,10.975770968248291,True,False,False
s__GGB46168_SGB63936,5.698805012864942e-06,9.684074122090372e-06,1.0,3.649807048839213e-09,9.229681554013741e-09,4.567484940595083,True,False,False
s__Arcobacter_acticola,4.311452708214661e-06,9.684074122090372e-06,0.85,8.800906705541613e-23,1.4921537278031916e-21,7.586666856455469,True,False,False
s__GGB91756_SGB134018,3.853428906394807e-06,9.684074122090372e-06,0.95,3.180233240158481e-09,8.209183381170337e-09,2.6146202208869447,True,False,False
s__Polymorphobacter_arshaanensis,2.755061673983003e-06,9.684074122090372e-06,0.85,2.149338224143705e-17,1.9795139693965478e-16,6.571801114853607,True,False,False
s__Mesotoga_prima,5.6988050128647515e-06,9.684074122090372e-06,0.95,0.0002174164951167,0.0002530307415867,2.5884730962334404,True,False,False
s__GGB75636_SGB103039,4.311452708214518e-06,9.684074122090372e-06,0.85,6.651347771475658e-07,1.0358884003175033e-06,5.33905284335396,True,False,False
s__Pseudomonas_protegens,5.698805012864805e-06,9.684074122090372e-06,0.95,6.522726305751474e-07,1.0201161056793709e-06,2.4962980547352336,True,False,False
s__GGB75253_SGB103519,5.69880501286528e-06,9.684074122090372e-06,1.0,5.159475130717701e-12,2.138315804175225e-11,3.825372288480585,True,False,False
s__Polynucleobacter_sp_31A_FELB,2.5585376682614596e-06,9.684074122090372e-06,0.9,5.359862406805228e-39,1.6660238981152916e-37,12.110675045953109,True,False,False
s__Rhodospirillaceae_bacterium_SYSU_D60009,5.698805012864805e-06,9.684074122090372e-06,0.95,3.93156708040096e-05,4.831876510673996e-05,3.903242505036781,True,False,False
s__Pseudarthrobacter_sp_NIBRBAC000502770,5.698805012864805e-06,9.684074122090372e-06,0.95,1.0975392129123893e-07,2.1266603969679026e-07,2.68176074540774,True,False,False
s__GGB73886_SGB39359,5.698805012865513e-06,9.684074122090372e-06,0.95,2.1831686267389338e-06,3.0996621835123278e-06,3.947327214225462,True,False,False
s__Sphingopyxis_terrae,2.558537668261601e-06,9.684074122090372e-06,0.95,3.5976239561216936e-08,7.679225358919966e-08,2.780104740784487,True,False,False
s__GGB54287_SGB75505,4.311452708214518e-06,9.684074122090372e-06,0.7999999999999999,4.7796671270431137e-11,1.6898728325943899e-10,4.604211129979627,True,False,False
s__GGB24759_SGB36651,4.311452708214494e-06,9.684074122090372e-06,0.95,1.5556758882481325e-05,1.9838191668942e-05,3.5687837384451813,True,False,False
s__GGB63428_SGB85736,5.698805012864805e-06,9.684074122090372e-06,0.95,4.968764639825118e-07,7.988574183856762e-07,2.7188779089847728,True,False,False
s__Pseudomonas_veronii,4.311452708214388e-06,9.684074122090372e-06,0.95,2.069656766546202e-06,2.9577853406962963e-06,4.282961282299306,True,False,False
s__Rickettsia_akari,5.698805012864805e-06,9.684074122090372e-06,0.95,5.604908131347325e-08,1.1486982049409629e-07,2.547580748194861,True,False,False
s__GGB23787_SGB63754,5.698805012865502e-06,9.684074122090372e-06,1.0,2.2911649995713317e-06,3.2432810050857934e-06,3.9738628608733984,True,False,False
s__Sphaerospermopsis_aphanizomenoides,3.853428906394786e-06,9.684074122090372e-06,0.95,3.110444793715927e-07,5.22610769394613e-07,2.7042187823607877,True,False,False
s__GGB44553_SGB103079,2.5585376682613702e-06,9.684074122090372e-06,0.85,2.090296062453661e-08,4.613493676303052e-08,4.835002111031863,True,False,False
s__GGB43276_SGB60575,5.698805012864805e-06,9.684074122090372e-06,0.95,4.941844413501126e-08,1.0184021912905635e-07,2.552083264252128,True,False,False
s__Nitrososphaera_sp_AFS,5.698805012864805e-06,9.684074122090372e-06,0.95,6.480660932184239e-07,1.0156666082792946e-06,2.725952741699736,True,False,False
s__GGB44499_SGB61930,5.69880501286492e-06,9.684074122090372e-06,0.9,6.200348441212544e-12,2.5138369223611727e-11,8.308790764400293,True,False,False
s__Flavobacterium_sp_GENT11,2.55853766826138e-06,9.684074122090372e-06,0.9,5.3721404412373004e-20,6.56986355600496e-19,13.622218802615476,True,False,False
s__GGB41707_SGB58791,5.698805012865313e-06,9.684074122090372e-06,0.85,5.47074766411489e-05,6.64888036880524e-05,3.5369358178753165,True,False,False
s__Kluyvera_ascorbata,5.698805012865332e-06,9.684074122090372e-06,0.85,7.011024036555236e-05,8.463145519854702e-05,2.857676182932993,True,False,False
s__GGB15004_SGB62020,5.698805012864297e-06,9.684074122090372e-06,0.9166666666666666,7.543672064211582e-06,9.94271971714106e-06,3.0923029655166747,True,False,False
s__Arthrobacter_humicola,5.698805012864805e-06,9.684074122090372e-06,0.95,1.1097792170919355e-07,2.1345689874896589e-07,2.682259955473444,True,False,False
s__Leptonema_illini,5.698805012864805e-06,9.684074122090372e-06,0.95,4.3411313319675177e-11,1.5569634488691192e-10,2.4962980547352336,True,False,False
s__GGB25847_SGB37835,5.698805012865174e-06,9.684074122090372e-06,1.0,1.0163242536035772e-10,3.2400764666165324e-10,5.979809857551169,True,False,False
s__GGB45969_SGB63701,5.69880501286528e-06,9.684074122090372e-06,1.0,2.3396100314514e-15,1.5046112788471933e-14,3.280745401599781,True,False,False
s__GGB26464_SGB38629,2.755061673982906e-06,9.684074122090372e-06,0.85,9.24927151048445e-22,1.35293265623949e-20,8.196107126204705,True,False,False
s__GGB73317_SGB83926,3.853428906394807e-06,9.684074122090372e-06,0.95,5.609019469330995e-07,8.960018252935594e-07,3.6726876118009617,True,False,False
s__GGB41806_SGB58900,5.69880501286545e-06,9.684074122090372e-06,1.0,1.06975383262416e-05,1.3806857424526356e-05,3.551500969590979,True,False,False
s__Limnohabitans_sp_63ED37_2,5.698805012864413e-06,9.684074122090372e-06,0.9,6.6444225771988775e-71,3.5405280304216885e-69,13.12631755253958,True,False,False
s__Sulfurospirillum_sp_UCH001,3.988059445169439e-06,9.684074122090372e-06,0.7,0.0008859993085723,0.0009850305278613,2.7227531845817725,True,False,False
s__Haematospirillum_sp_H1815,5.698805012864805e-06,9.684074122090372e-06,0.95,8.578136213849814e-09,2.057649394061724e-08,2.5194268641341204,True,False,False
s__GGB42856_SGB80180,5.6988050128649955e-06,9.684074122090372e-06,0.95,2.2628290274041885e-05,2.8275887009104265e-05,3.1243472631523863,True,False,False
s__GGB67324_SGB91072,5.698805012865313e-06,9.684074122090372e-06,0.9,0.0052490360352408,0.0055701008282925,3.198602295386355,True,False,False
s__GGB24445_SGB36288,5.6988050128649955e-06,9.684074122090372e-06,0.95,3.426579701248006e-05,4.232166319753332e-05,3.115169261112529,True,False,False
s__GGB92736_SGB128655,3.853428906394807e-06,9.684074122090372e-06,0.95,4.321928056885893e-07,7.055051051284194e-07,5.5030200359556085,True,False,False
s__Candidatus_Planktophila_vernalis,5.698805012864413e-06,9.684074122090372e-06,0.9,4.720159562000545e-94,8.803097583131016e-92,11.781567577085546,True,False,False
s__GGB96171_SGB133887,3.853428906394807e-06,9.684074122090372e-06,0.95,1.5011498731108767e-08,3.414200626038762e-08,6.405690277730919,True,False,False
s__Polynucleobacter_sp_78F_HAINBA,2.735520207926039e-06,9.684074122090372e-06,0.8,2.4437033376320428e-24,4.7973754996671164e-23,10.289821434245992,True,False,False
s__GGB63474_SGB85783,5.698805012864805e-06,9.684074122090372e-06,0.95,4.567142505497006e-07,7.390647091324873e-07,2.7166507387136583,True,False,False
s__Candidatus_Saccharimonas_aalborgensis,5.698805012865313e-06,9.684074122090372e-06,0.85,1.129187087518945e-16,9.464871542574528e-16,7.262623694625463,True,False,False
s__GGB66002_SGB89409,5.698805012864805e-06,9.684074122090372e-06,0.95,1.4274841614300418e-07,2.610056824575517e-07,2.6865756687062783,True,False,False
s__Polynucleobacter_sp_JS_Mosq_20_D10,3.853428906394678e-06,9.684074122090372e-06,0.95,4.449547784396687e-09,1.1176305209292691e-08,2.5279808278023954,True,False,False
s__GGB54260_SGB75478,5.69880501286528e-06,9.684074122090372e-06,0.85,2.372194193373841e-16,1.843392571100922e-15,5.798087976569979,True,False,False
s__Candidatus_Nitrosocosmicus_oleophilus,5.698805012864805e-06,9.684074122090372e-06,0.95,2.841462718737161e-07,4.806646685210707e-07,2.704576600785281,True,False,False
s__Chryseobacterium_candidae,4.311452708214494e-06,9.684074122090372e-06,0.95,2.2339051163231265e-07,3.875565620411749e-07,2.4962980547352336,True,False,False
s__Flavobacterium_celericrescens,4.3114527082142215e-06,9.684074122090372e-06,0.95,1.4048284784736044e-05,1.7945240495570356e-05,4.352707129827582,True,False,False
s__GGB46437_SGB64294,5.698805012865313e-06,9.684074122090372e-06,0.85,6.148857064897565e-20,7.398463500667071e-19,6.084685890760515,True,False,False
s__GGB40481_SGB57069,5.69880501286528e-06,9.684074122090372e-06,0.9,2.5087544496942997e-12,1.0573620448994051e-11,5.001027922249954,True,False,False
s__GGB4962_SGB6925,5.698805012865313e-06,9.684074122090372e-06,0.85,2.0036795603301162e-08,4.461925229869452e-08,3.6650395420606743,True,False,False
s__Phormidium_sp_FACHB_1136,3.853428906394728e-06,9.684074122090372e-06,0.95,1.2768860200839311e-06,1.8788105936540684e-06,2.8494739757875003,True,False,False
s__GGB46017_SGB63756,5.698805012864805e-06,9.684074122090372e-06,0.95,0.000595827590249,0.0006684020786853,2.4962980547352336,True,False,False
s__Candidatus_Bipolaricaulis_anaerobius,5.698805012865227e-06,9.684074122090372e-06,0.95,7.169096827998914e-09,1.7420671770968044e-08,5.188944566922404,True,False,False
s__GGB46194_SGB63962,5.698805012864942e-06,9.684074122090372e-06,0.95,0.0002000380111915,0.0002331693067951,2.4962980547352336,True,False,False
s__GGB74567_SGB78399,5.698805012864805e-06,9.684074122090372e-06,0.95,7.232602150381585e-10,2.0832128201485187e-09,2.4962980547352336,True,False,False
s__GGB90602_SGB127229,5.698805012864805e-06,9.684074122090372e-06,0.95,2.274281192640424e-07,3.9364588624356293e-07,2.6991175032891155,True,False,False
s__Rhizobiales_bacterium_TNE_4,2.558537668261464e-06,9.684074122090372e-06,0.95,3.60034508835273e-07,5.981865113387832e-07,3.639536705985741,True,False,False
s__GGB92586_SGB133387,5.698805012864805e-06,9.684074122090372e-06,0.95,1.3271075050476564e-07,2.450549996944435e-07,2.6859328751576967,True,False,False
s__GGB32489_SGB48813,5.698805012864413e-06,9.684074122090372e-06,0.9,2.1113129184891164e-84,1.750043819103201e-82,10.672205487427858,True,False,False
s__GGB63067_SGB85311,3.853428906394807e-06,9.684074122090372e-06,0.95,4.704434957177324e-09,1.1772816563466485e-08,6.677238386294624,True,False,False
s__GGB7446_SGB10879,5.698805012864805e-06,9.684074122090372e-06,0.95,1.0684826111391356e-08,2.514473274163392e-08,2.528637526072075,True,False,False
s__GGB89586_SGB125898,5.698805012864805e-06,9.684074122090372e-06,0.95,1.0658703391924924e-07,2.0706751902020818e-07,2.6811759473378687,True,False,False
s__Flavobacterium_plurextorum,4.311452708214405e-06,9.684074122090372e-06,0.95,0.0003814362147221,0.0004331071783602,2.4962980547352336,True,False,False
s__Brevundimonas_mediterranea,5.698805012864805e-06,9.684074122090372e-06,0.95,1.696705453964713e-07,3.0353531622486224e-07,2.4962980547352336,True,False,False
s__Acidovorax_sp_BoFeN1,3.988059445169402e-06,9.684074122090372e-06,0.75,3.3864476008398397e-12,1.4113351453779446e-11,6.410944471491899,True,False,False
s__Sandarakinorhabdus_limnophila,5.698805012864805e-06,9.684074122090372e-06,0.95,5.7639740352720555e-08,1.178061542551494e-07,2.5579380233474867,True,False,False
s__GGB75167_SGB103639,2.7355202079259265e-06,9.684074122090372e-06,0.8,0.1396639125277549,0.1400393531528295,2.4523550036007373,False,True,False
s__Priestia_megaterium,5.698805012864805e-06,9.684074122090372e-06,0.95,2.3421885443348117e-07,4.044612625170762e-07,2.699796393648316,True,False,False
s__GGB75341_SGB102802,5.698805012864805e-06,9.684074122090372e-06,0.9166666666666666,7.582554026018801e-06,9.976340923121738e-06,2.652038235163294,True,False,False
s__GGB75661_SGB103104,5.698805012864805e-06,9.684074122090372e-06,0.95,8.314435591365549e-09,2.0008286939221612e-08,6.094763548606132,True,False,False
s__Aquaspirillum_serpens,4.311452708214388e-06,9.684074122090372e-06,0.7999999999999999,4.2101630123086616e-08,8.822420244893994e-08,5.105691498540313,True,False,False
s__Pseudanabaena_sp_lw0831,5.698805012864805e-06,9.684074122090372e-06,0.95,0.000107189597173,0.0001281465376459,3.889288101229859,True,False,False
s__Serratia_proteamaculans,5.698805012864805e-06,9.684074122090372e-06,0.95,6.420915337759478e-08,1.2981037512109949e-07,2.4962980547352336,True,False,False
s__Flavobacteriia_unclassified_SGB79047,5.698805012864805e-06,9.684074122090372e-06,0.95,1.6574382801296118e-07,2.993823140379395e-07,2.571864488721866,True,False,False
s__GGB75360_SGB102770,5.698805012864805e-06,9.684074122090372e-06,0.95,0.00024393484734,0.0002816956596217,3.6041478169464254,True,False,False
s__Shewanella_putrefaciens,4.311452708214469e-06,9.684074122090372e-06,0.95,4.192301645745373e-06,5.686285504956452e-06,3.35853372798325,True,False,False
s__Anabaenopsis_elenkinii,5.698805012864805e-06,9.684074122090372e-06,0.95,4.95894693704926e-07,7.988574183856762e-07,2.5946114268719382,True,False,False
s__Pseudomonas_simiae,5.698805012864741e-06,9.684074122090372e-06,0.95,0.0008187355753434,0.0009129697148075,2.97921493396247,True,False,False
s__GGB47040_SGB64963,5.698805012864805e-06,9.684074122090372e-06,0.95,1.1638561047693309e-07,2.214889423872247e-07,2.565701116207827,True,False,False
s__GGB35206_SGB49924,5.69880501286545e-06,9.684074122090372e-06,1.0,6.256431843545164e-07,9.846620580769393e-07,3.933050009510916,True,False,False
s__GGB47467_SGB65430,5.698805012865385e-06,9.684074122090372e-06,0.9,1.7639606910465663e-25,4.1122333610023084e-24,9.572415315406662,True,False,False
s__Bacteroides_luti,5.698805012865144e-06,9.684074122090372e-06,0.95,4.718595378654797e-09,1.1772816563466485e-08,3.9710497608450064,True,False,False
s__GGB67138_SGB90854,5.69880501286528e-06,9.684074122090372e-06,0.9,0.0001379145360706,0.0001627915251719,5.317518026921214,True,False,False
s__GGB45018_SGB103278,5.69880501286528e-06,9.684074122090372e-06,1.0,4.403701914947214e-05,5.385510866476429e-05,4.167792543394206,True,False,False
s__GGB46599_SGB103509,5.69880501286528e-06,9.684074122090372e-06,1.0,1.2345584264090327e-17,1.1512257326264231e-16,6.981391341621146,True,False,False
s__Acinetobacter_sp_ANC_4204,4.311452708214118e-06,9.684074122090372e-06,0.95,3.485148886425812e-06,4.779266671458926e-06,3.878343698496031,True,False,False
s__GGB43892_SGB61249,5.698805012864805e-06,9.684074122090372e-06,0.95,2.1708396008597477e-07,3.801517235308384e-07,2.682443618340089,True,False,False
s__Sulfurisoma_sediminicola,2.558537668261403e-06,9.684074122090372e-06,0.85,0.0006245080227805,0.0006995240014928,4.156460497541906,True,False,False
s__GGB23677_SGB35378,2.558537668261389e-06,9.684074122090372e-06,0.85,6.762137718061618e-08,1.359718258133145e-07,3.401449890372819,True,False,False
s__GGB44854_SGB62331,2.7355202079258977e-06,9.684074122090372e-06,0.8,0.0655791183247298,0.0662900030762174,2.4227492139466515,False,True,False
s__Simplicispira_metamorpha,4.311452708214388e-06,9.684074122090372e-06,0.7999999999999999,3.370559566523701e-10,1.017990865031045e-09,4.644584307423469,True,False,False
s__GGB67319_SGB91067,2.755061673982885e-06,9.684074122090372e-06,1.0,2.0014284693726387e-09,5.449144664788279e-09,8.986744376379287,True,False,False
s__Sphingorhabdus_SGB38271,5.698805012865313e-06,9.684074122090372e-06,0.85,2.5893680832993977e-05,3.2302150336811884e-05,3.98766259855022,True,False,False
s__GGB33037_SGB24024,5.698805012864805e-06,9.684074122090372e-06,0.95,2.9193224540567653e-10,8.95677817458625e-10,6.812028486289261,True,False,False
s__Flavobacterium_collinsii,5.698805012865026e-06,9.684074122090372e-06,0.95,0.0001089500318642,0.0001296279485976,2.4962980547352336,True,False,False
s__GGB32810_SGB52752,5.698805012864805e-06,9.684074122090372e-06,0.95,4.912228394157561e-07,7.931866627795542e-07,2.718601298225284,True,False,False
s__GGB43386_SGB60698,4.311452708214494e-06,9.684074122090372e-06,0.95,0.0037867953468516,0.0040588352424588,2.523407870342996,True,False,False
s__Arenimonas_maotaiensis,3.8534289063954e-06,9.684074122090372e-06,0.95,4.090377426420421e-05,5.018785460706635e-05,3.714307326102096,True,False,False
s__GGB46513_SGB64374,2.735520207925977e-06,9.684074122090372e-06,0.8,2.6862023495158586e-05,3.339844921231384e-05,4.088577320533069,True,False,False
s__GGB25723_SGB84803,5.698805012864413e-06,9.684074122090372e-06,0.9,2.401592365250028e-84,1.7915879044765207e-82,10.630656394881044,True,False,False
s__Nitrospira_lenta,3.853428906394807e-06,9.684074122090372e-06,0.95,7.860078353680412e-08,1.5585351521094638e-07,5.915902437855747,True,False,False
s__Sulfitobacter_litoralis,5.698805012864805e-06,9.684074122090372e-06,0.95,1.3045464574751713e-07,2.420874769344472e-07,2.4962980547352336,True,False,False
s__GGB42957_SGB57748,5.698805012864805e-06,9.684074122090372e-06,0.95,2.500436774704405e-08,5.4541691050569776e-08,2.5420625344490757,True,False,False
s__Kaistella_chaponensis,5.6988050128644026e-06,9.684074122090372e-06,0.95,2.5180254007777856e-06,3.5242907110323225e-06,3.822867841325424,True,False,False
s__GGB42087_SGB59228,5.698805012865227e-06,9.684074122090372e-06,0.95,6.674188134174507e-07,1.0372800725196212e-06,3.887266038301084,True,False,False
s__GGB24172_SGB35979,5.69880501286528e-06,9.684074122090372e-06,1.0,1.6872777118210682e-16,1.3681621445853449e-15,4.856186084341022,True,False,False
s__GGB42821_SGB52415,5.698805012865344e-06,9.684074122090372e-06,0.9,2.0702793586359358e-10,6.408416603910407e-10,4.759036315608064,True,False,False
s__Flavobacterium_succinicans,5.6988050128652166e-06,9.684074122090372e-06,0.85,0.0117420341645798,0.012251129352135,2.7480835680802,True,False,False
s__GGB43047_SGB60287,5.698805012864805e-06,9.684074122090372e-06,0.95,7.347794512180933e-07,1.132531964067557e-06,2.5992443759472783,True,False,False
s__GGB47408_SGB102670,5.698805012865313e-06,9.684074122090372e-06,0.85,1.0489245103481946e-19,1.2420598170154812e-18,5.784242372837364,True,False,False
s__Lelliottia_amnigena,5.698805012865332e-06,9.684074122090372e-06,0.95,1.993969943264214e-06,2.85508940052803e-06,4.211938750963479,True,False,False
s__GGB16996_SGB25597,2.73552020792582e-06,9.684074122090372e-06,0.95,0.1356694464383124,0.1362172369353715,2.873310494448637,False,True,False
s__Candidatus_Microthrix_parvicella,2.7550616739829515e-06,9.684074122090372e-06,0.85,0.0031021917452414,0.0033588317009435,3.139134850465128,True,False,False
s__GGB24307_SGB36132,5.698805012864805e-06,9.684074122090372e-06,0.95,3.2618428942143986e-08,7.032759534924684e-08,2.636877393678086,True,False,False
s__Flavobacterium_sp_F_340,5.6988050128647736e-06,9.684074122090372e-06,0.95,0.0001209058854008,0.0001436238702372,2.777542627842695,True,False,False
s__GGB27278_SGB39510,5.698805012864635e-06,9.684074122090372e-06,0.95,2.1855526923960915e-06,3.0996621835123278e-06,3.403303741841137,True,False,False
s__GGB45985_SGB63721,5.69880501286528e-06,9.684074122090372e-06,1.0,1.2648172129639338e-20,1.6553572646861309e-19,7.001935742037473,True,False,False
s__GGB24373_SGB36211,4.311452708214477e-06,9.684074122090372e-06,0.85,6.005349094805097e-05,7.272711728449029e-05,4.688556789141348,True,False,False
s__GGB69468_SGB93649,3.8534289063953576e-06,9.684074122090372e-06,1.0,3.495793992523745e-09,8.900553987790832e-09,3.039546152384514,True,False,False
s__Moraxellaceae_bacterium_AER2_44_116,3.988059445169484e-06,9.684074122090372e-06,0.75,0.0542476411934342,0.0549847015357363,3.0303248688169413,False,True,False
s__GGB73596_SGB126134,5.698805012864805e-06,9.684074122090372e-06,0.95,8.063527646397193e-09,1.946728680974856e-08,6.178824070477679,True,False,False
s__GGB26682_SGB64469,5.698805012865227e-06,9.684074122090372e-06,0.9,6.283571524809981e-29,1.616394606037326e-27,9.930592410090952,True,False,False
s__Limnohabitans_sp_2KL_3,3.853428906394728e-06,9.684074122090372e-06,0.9,3.847310990318182e-73,2.3917449989811364e-71,12.338527662195172,True,False,False
s__GGB38373_SGB52357,5.698805012864413e-06,9.684074122090372e-06,0.9,7.500089650692095e-66,3.4969167996351884e-64,10.44505822362793,True,False,False
s__Limnohabitans_sp_G3_2,5.698805012864413e-06,9.684074122090372e-06,0.9,5.844275098004921e-102,3.503073397213733e-99,12.694760173265832,True,False,False
s__Serratia_sp_PL17,5.698805012864805e-06,9.684074122090372e-06,0.95,5.633020228552589e-07,8.966894712821769e-07,2.4962980547352336,True,False,False
s__Giesbergeria_anulus,2.5585376682614257e-06,9.684074122090372e-06,0.85,3.794843624459943e-05,4.67154017136488e-05,4.947694871713167,True,False,False
s__GGB42821_SGB60031,5.69880501286545e-06,9.684074122090372e-06,0.9,7.673108201440825e-11,2.532804742599494e-10,5.128883379208385,True,False,False
s__Haliscomenobacter_hydrossis,4.311452708214558e-06,9.684074122090372e-06,1.0,1.2408002767676678e-09,3.4410297638240893e-09,6.106855187353069,True,False,False
