species,p_value_original,f_statistic_original,p_value_kw,kw_statistic,effect_size_original,n_samples_original,r_squared,p_adjusted_original,sig_fdr,p_adjusted_kw,sig_fdr_kw,log10p,log10p_adjusted,p_adjusted_bonf,sig_bonf,significant_original,f_statistic_balanced,p_value_balanced,effect_size_balanced,n_samples_balanced,p_adjusted_balanced,significant_balanced,log_p_original,log_p_balanced
s__GGB45084_SGB103306,5.469465679216619e-14,25.344918444422365,7.38874592312886e-24,110.79810801285058,3.3411730118594862,209,0.2705528547282372,2.0813335839703511e-13,True,6.153467489728672e-23,True,13.26205509851158,12.681658308030949,3.1011870401158226e-11,True,True,7.765004031914099,0.0002869468529101687,3.195599112725514,48,0.001271084887500513,True,13.262055098511581,3.5421985340159696
s__GGB47467_SGB65430,6.767384547278779e-14,25.148005395271515,4.139676744937591e-28,130.53876616924163,9.724599108012573,209,0.2690163163824733,2.558071358871378e-13,True,9.388786857518456e-27,True,13.169579144631332,12.592087344794106,3.8371070383070666e-11,True,True,11.758770430685843,8.735206134388903e-06,9.579025208878603,48,7.075516968855011e-05,True,13.169579144631332,5.058726842029495
s__Phocaeicola_vulgatus,8.554198623228184e-14,24.931782525141447,0.3578353611395346,3.227682641453685,5.034265071585408,209,0.2673216271234165,3.2120732578611786e-13,True,0.3682262246209004,False,13.067820669911509,12.49321455831177,4.8502306193703786e-11,True,True,2.007035630944391,0.12681930960223567,4.50218130140599,48,0.14918371067316935,False,13.067820669911507,0.8968146154193263
s__GGB41799_SGB83534,8.778210429114254e-14,24.907956609991302,1.74347306839389e-30,141.5584590541698,4.510591650936669,209,0.2671344060676471,3.2745034955972245e-13,True,9.885492297793355e-29,True,13.05659401256512,12.484854541616986,4.9772453133077806e-11,True,True,13.691670875951518,1.9184519029536517e-06,5.929716396501108,48,1.6996284827730006e-05,True,13.05659401256512,5.717049084421706
s__Azonexus_hydrophilus,9.557216783168833e-14,24.82963198210704,0.0011781882393614,15.9189831799247,5.40302887060598,209,0.2665182661161163,3.5417921019978617e-13,True,0.0012921329433616,True,13.019668562922265,12.450776934846958,5.4189419160567276e-11,True,True,3.291381368427307,0.029199798611663566,4.044511528578705,48,0.04118479057913742,True,13.019668562922265,1.5346201438305147
s__Enterococcus_faecium,1.0050047017574304e-13,24.783342511999365,3.2130888866052105e-17,79.90728727769725,4.720196281230181,209,0.2661536431257988,3.7002445837432666e-13,True,1.0292776263870932e-16,True,12.99783190645988,12.431769568403435,5.698376658964631e-11,True,True,4.103176528518513,0.01187106432784965,4.0691805226767945,48,0.020032421053246284,True,12.99783190645988,1.925510341619108
s__Segatella_copri,1.0506688888417125e-13,24.742453191528664,0.4647304988482873,2.5589563782826725,4.64327799871842,209,0.2658312555319589,3.8434145804725873e-13,True,0.4747787258504125,False,12.978534127364068,12.415282766641452,5.95729259973251e-11,True,True,1.239264675003939,0.3069039046446765,3.387130437588689,48,0.33336113780370036,False,12.978534127364068,0.5129975861369315
s__GGB24172_SGB35979,1.2762222288533481e-13,24.563694178058068,5.5681015526807784e-31,143.8571661815726,5.462248347729904,209,0.2644185162441927,4.638576947178515e-13,True,4.51016225767143e-29,True,12.894073695237626,12.33361523469918,7.236180037598483e-11,True,True,15.387673205606676,5.491180448490903e-07,7.2305886405154975,48,5.189165523823903e-06,True,12.894073695237626,6.2603342844829
s__GGB75253_SGB103519,1.550727979594863e-13,24.38494747658872,8.03150273739028e-24,110.62978717921726,2.8371746900964823,209,0.2630004273545504,5.600399773441321e-13,True,6.413890214225759e-23,True,12.809464377119848,12.251780970636176,8.792627644302873e-11,True,True,8.39530311848977,0.00015950022133840084,2.4450574282014643,48,0.000766412080498926,True,12.809464377119848,3.7972387099360825
s__GGB46263_SGB80728,1.6728653469238349e-13,24.315477356472087,2.948336312458955e-28,131.2226667858949,7.360249264937496,209,0.262447808832452,6.003257289277306e-13,True,6.96544453818428e-27,True,12.776539015069554,12.22161304313107,9.485146517058142e-11,True,True,7.535327387887993,0.0003567263494200526,5.898988981842279,48,0.001509431642695297,True,12.776539015069554,3.4476648105240266
s__GGB67334_SGB91087,1.752488106190777e-13,24.272893760910268,2.938239239600132e-31,145.14444116807985,5.490541584468788,209,0.2621086564320152,6.24943871830296e-13,True,2.776636081422125e-29,True,12.756344920826775,12.204158986254322,9.936607562101703e-11,True,True,11.344025688369081,1.2259028799310974e-05,6.937867096680366,48,9.653985179457393e-05,True,12.756344920826777,4.9115439346958505
s__GGB41158_SGB46801,1.8595577373011043e-13,24.21861164743399,1.7453185044369363e-08,38.98862967068977,7.144504322036331,209,0.2616758799879001,6.589807731560787e-13,True,2.3505833539566342e-08,True,12.730590332711309,12.181127256474324,1.054369237049726e-10,True,True,7.301081457782047,0.0004463225616361906,6.775957197919584,48,0.001745275120329104,True,12.730590332711307,3.3503511589886408
s__GGB46599_SGB103509,2.0886506273823546e-13,24.112354475645272,1.0070758569046496e-30,142.6637861791472,6.462059274856485,209,0.2608272494599082,7.355682644259598e-13,True,7.137650135811704e-29,True,12.680134199219978,12.13337701635892,1.1842649057257951e-10,True,True,12.44356495216328,5.046184594693453e-06,8.340697850607723,48,4.20762744881057e-05,True,12.680134199219978,5.297036866582928
s__GGB62437_SGB95276,2.2403326264031427e-13,24.048291851083352,1.9706675759458392e-30,141.3117524699287,5.158789080252102,209,0.2603146654226637,7.841164192410999e-13,True,1.0157895596011732e-28,True,12.649687496359173,12.105619452008897,1.2702685991705816e-10,True,True,10.24411015227742,3.088326391941311e-05,5.552183742259288,48,0.00023347747523076308,True,12.649687496359173,4.510276807193717
s__GGB42928_SGB123144,2.6065490240667145e-13,23.910084487725157,1.2491786563892175e-16,77.1574508351838,5.175631572754364,209,0.2592064025002624,9.066952740158449e-13,True,2.9511845757195263e-16,True,12.58393410243409,12.042538647945142,1.4779132966458268e-10,True,True,3.5180099737903294,0.022653384028422693,4.195095553223153,48,0.03336225647822251,True,12.58393410243409,1.6448669126315596
s__GGB67109_SGB90821,4.076245051912677e-13,23.50305037302678,2.916764395975877e-18,84.76358787975295,5.962924977152788,209,0.2559230821650818,1.4092871612405413e-12,True,1.0669712338827884e-17,True,12.389739715368648,11.85100050452344,2.3112309444344875e-10,True,True,6.187267892059187,0.00133402167876024,5.817351078018817,48,0.003948484022366014,True,12.389739715368648,2.8748371127812042
s__GGB45847_SGB63572,4.768093215448629e-13,23.36074782569992,7.45446201649974e-29,133.9932792849345,5.0266303539251735,209,0.2547683288868263,1.6384902140359837e-12,True,2.7918710565864728e-27,True,12.32165526279818,11.78555614811918,2.7035088531593726e-10,True,True,7.30156648684225,0.0004461145591470622,4.5408413782947505,48,0.001745275120329104,True,12.32165526279818,3.350553603133517
s__Phocaeicola_paurosaccharolyticus,4.995767562689763e-13,23.318448199556176,9.950827540677767e-08,35.41588146606888,6.275193704200299,209,0.254424385533502,1.7063856674970456e-12,True,1.2793921123728558e-07,True,12.301397776180517,11.767922805327665,2.8326002080450955e-10,True,True,7.031224465903676,0.0005792930477315633,6.398672403138792,48,0.0021752262123430222,True,12.301397776180517,3.2371016835671202
s__Enorma_massiliensis,5.080143571589808e-13,23.30326437520883,4.59137107493336e-17,79.18452955485573,4.725945448750806,209,0.2543008465823537,1.7248152126295937e-12,True,1.407193188912008e-16,True,12.294124013805034,11.76325742605971,2.880441405091421e-10,True,True,5.508908024132229,0.002663701557592653,4.375503493076202,48,0.00683402164323545,True,12.294124013805034,2.5745144353393097
s__Blautia_faecis,6.186339541930499e-13,23.12484293505807,3.826840806987945e-07,32.6448877737835,6.988840895658965,209,0.2528460972936565,2.087889595401544e-12,True,4.737595496860622e-07,True,12.208566247097153,11.680292469930109,3.507654520274593e-10,True,True,7.2071390491099505,0.0004885776411525031,5.876316812757306,48,0.001884373942169469,True,12.208566247097153,3.311066411587457
s__GGB45918_SGB63647,8.790497253864695e-13,22.807469562380888,8.244737314020216e-28,129.1503191627558,5.2671223798910765,209,0.2502443344555327,2.94923783605993e-12,True,1.7979869450190242e-26,True,12.055986557406154,11.53029020312692,4.984211942941281e-10,True,True,10.203842209114983,3.19687343956297e-05,6.3920237873607935,48,0.00023850358424107947,True,12.055986557406154,4.495274556592687
s__Bacteroides_uniformis,9.133923598627997e-13,22.772912373111552,0.3207227850791642,3.50030330666443,4.949654836000438,209,0.2499599472739614,3.0464321649541617e-12,True,0.3312382862293007,False,12.039342625401783,11.516208487887152,5.178934680422073e-10,True,True,2.3159377236098524,0.08877305697003092,4.493734101835255,48,0.10824585656345705,False,12.039342625401783,1.051718824590172
s__Bifidobacterium_merycicum,9.584354262446353e-13,22.72952461154632,4.557993936450259e-17,79.19930375071826,4.823816720733954,209,0.249602583583578,3.1779700975480013e-12,True,1.4045557401996179e-16,True,12.018437142014225,11.497850193513472,5.434328866807083e-10,True,True,5.272831415830148,0.0034037271919719943,4.689327275545724,48,0.007863431037557512,True,12.018437142014223,2.468045255805161
s__GGB40481_SGB57069,1.010912628562706e-12,22.68149970389564,7.596873444109471e-24,110.74205336172068,5.153211714855866,209,0.249206628710926,3.332485234854967e-12,True,6.153467489728672e-23,True,11.99528637811108,11.47723176612572,5.731874603950541e-10,True,True,7.33979953756196,0.0004300321043625189,5.007637815721894,48,0.0017252311728198086,True,11.995286378111079,3.366499120636644
s__GGB75173_SGB103644,1.122700492831646e-12,22.58707807066166,1.6466329213251054e-30,141.67355371782813,4.866618573997958,209,0.2484269233043659,3.679602193269037e-12,True,9.885492297793355e-29,True,11.949736086711988,11.434199130947876,6.365711794355432e-10,True,True,11.622100385551988,9.761851009165652e-06,5.104397133948796,48,7.79573172140412e-05,True,11.949736086711987,5.010467825074396
s__Phocaeicola_dorei,1.4015853394525526e-12,22.387645988771585,0.590557775814138,1.913476172262385,4.555107911401063,209,0.2467747389419623,4.567234985457456e-12,True,0.6022414728176552,False,11.85338045386161,11.3403466432513,7.946988874695972e-10,True,True,1.5175382701564963,0.22319705421373778,3.656352825879776,48,0.2501042089707299,False,11.85338045386161,0.6513115415765779
s__Staphylococcus_aureus,1.6941494865951394e-12,22.21756576383623,2.521440587306844e-22,103.67275979040448,2.7103205114215814,209,0.2453599686513847,5.489044336568252e-12,True,1.6819491917682125e-21,True,11.771048271491098,11.260503261284486,9.605827588994442e-10,True,True,8.39530311848977,0.00015950022133840084,2.4450574282014643,48,0.000766412080498926,True,11.771048271491098,3.7972387099360825
s__GGB45969_SGB63701,1.8197907414177644e-12,22.15346064136361,1.9359909685640404e-29,136.70944420207977,4.043091171648439,209,0.2448253459787565,5.862621308999275e-12,True,8.443899070583162e-28,True,11.739978548867954,11.231908157789196,1.0318213503838723e-09,True,True,7.412684652332224,0.0004010246514908645,3.7391161682152982,48,0.0016568970440665196,True,11.739978548867954,3.396828929929966
s__Zoogloea_ramigera,2.0427457280100144e-12,22.04998966094526,7.400027968267028e-05,21.73666777314186,4.58742159478383,209,0.2439608207627093,6.543710891421911e-12,True,8.374881952110588e-05,True,11.689785689067367,11.184175896536267,1.1582368277816783e-09,True,True,1.8880599220676693,0.14552315369654845,3.9016407977302574,48,0.16908120521709624,False,11.689785689067367,0.8370679020550215
s__Gloeocapsopsis_crepidinum,2.6023498437150506e-12,21.83358431339836,2.521440587306844e-22,103.67275979040448,2.7123885330197304,209,0.2421462869446305,8.263079014656643e-12,True,1.6819491917682125e-21,True,11.584634320002754,11.08285809433719,1.4755323613864332e-09,True,True,8.39530311848977,0.00015950022133840084,2.4450574282014643,48,0.000766412080498926,True,11.584634320002754,3.7972387099360825
s__GGB46504_SGB91066,2.6086263555970706e-12,21.83143365083724,6.724620898228194e-29,134.2008792874734,4.412630235747283,209,0.2421282101762655,8.263079014656643e-12,True,2.7234714637824184e-27,True,11.583588122250204,11.08285809433719,1.4790911436235391e-09,True,True,9.660074233501364,5.1233117549054165e-05,6.524315779067691,48,0.0003263952544979069,True,11.583588122250204,4.290449216382944
s__Tolumonas_auensis,2.738729168951352e-12,21.787992342342843,7.45058946474082e-07,31.271877933584427,4.226599789216613,209,0.2417628921788424,8.62699688219676e-12,True,9.084912315071064e-07,True,11.562450912706048,11.064140358916449,1.5528594387954163e-09,True,True,3.2597766787575146,0.030256587627396758,3.3459989953164193,48,0.04215106924996059,True,11.562450912706048,1.5191800537800508
s__Proteus_mirabilis,2.7575876131277226e-12,21.781868935516187,3.7014663035322257e-17,79.6207897154857,4.568860269976568,209,0.2417113693040627,8.638409815709496e-12,True,1.165961885612651e-16,True,11.559470680413265,11.063566196389544,1.5635521766434186e-09,True,True,6.557247942368503,0.0009221950501386882,4.982045114775805,48,0.0028888651570642887,True,11.559470680413265,3.035177213176276
s__GGB28558_SGB41168,2.9901157810098466e-12,21.709658798664417,5.499963051027336e-17,78.81888885916676,4.642089103208497,209,0.2411032583950491,9.31536070237683e-12,True,1.6576194260847474e-16,True,11.524311994926352,11.03080032401852,1.6953956478325831e-09,True,True,3.8162403103186278,0.016268971762789443,4.179880199744924,48,0.02562363052639337,True,11.524311994926352,1.7886398946266375
s__GGB31685_SGB116318,3.007457917775694e-12,21.704502562595398,6.089169604557427e-17,78.61279407452986,4.945512073171839,209,0.2410597983239264,9.318189286223052e-12,True,1.7705431619405443e-16,True,11.521800440864482,11.030668471702006,1.7052286393788182e-09,True,True,5.208907347034717,0.003638808172513576,5.199258821234821,48,0.007863431037557512,True,11.521800440864482,2.439040838564552
s__GGB33037_SGB127733,3.0843879745418397e-12,21.68198548165881,2.496316392131002e-10,47.67561022820699,7.915089186091256,209,0.2408699515492651,9.50460859546317e-12,True,3.6955911079328407e-10,True,11.510830998777704,11.022065762894332,1.7488479815652231e-09,True,True,8.923977133816994,9.855092277257145e-05,9.556720470724967,48,0.0006006839110002862,True,11.510830998777703,4.006339304888753
s__GGB82456_SGB114450,3.572705136007408e-12,21.551069664523897,5.642337729000992e-17,78.76713388958616,4.8659639501182586,209,0.2397642855239041,1.0949858443871352e-11,True,1.6576194260847474e-16,True,11.447002825692104,10.960591495202213,2.0257238121162003e-09,True,True,3.8590578492335585,0.015518291175824485,3.606680473636639,48,0.02478555238504925,True,11.447002825692104,1.8091561035526442
s__GGB25454_SGB37409,4.159307342963018e-12,21.415838492368493,6.089169604557427e-17,78.61279407452986,4.822268250330325,209,0.2386187867444539,1.267917883580662e-11,True,1.7705431619405443e-16,True,11.380978987203893,10.8969088725289,2.358327263460031e-09,True,True,5.205837392793337,0.0036505136733165724,5.178956545326937,48,0.007863431037557512,True,11.380978987203891,2.4376460205323798
s__Bacteroides_propionicifaciens,4.391400823968893e-12,21.36758358379037,7.439956676988482e-17,78.20703986976395,4.949283043283359,209,0.2382091991716458,1.331510303310354e-11,True,1.9439886801163452e-16,True,11.357396920970467,10.87565546861406,2.489924267190362e-09,True,True,2.9179970276022353,0.044540963823750356,2.852951975749298,48,0.05819061402780288,False,11.357396920970467,1.3512403894841225
s__GGB43779_SGB93081,4.4645149732312556e-12,21.3529143000728,2.0494467265352312e-22,104.0912338151364,3.997836120431363,209,0.2380845989605136,1.3464787179904908e-11,True,1.4171174316408246e-21,True,11.350225716146335,10.87080050651711,2.531379989822122e-09,True,True,5.398430748516515,0.0029866455474794377,3.8550200008290494,48,0.007206076703918473,True,11.350225716146337,2.524816316032617
s__Lactococcus_raffinolactis,4.786740755182421e-12,21.291028281809226,8.758435983715598e-12,54.50444093137766,6.253485559105416,209,0.2375584930047857,1.4360222265547264e-11,True,1.418866629361927e-11,True,11.319960092811035,10.842838838091374,2.714082008188432e-09,True,True,7.476553285222335,0.0003772820196325216,6.429152478725187,48,0.0015729331259679393,True,11.319960092811037,3.423333891752223
s__Aerococcus_urinaeequi,5.366288455278755e-12,21.1896249653592,6.679633402395876e-17,78.42536281758801,4.892399663036376,209,0.2366948698752804,1.601413449548976e-11,True,1.9031920297278702e-16,True,11.270325986310215,10.79549652837014,3.0426855541430542e-09,True,True,5.14339180864307,0.0038972946499863654,4.610762390099987,48,0.007948798800511761,True,11.270325986310217,2.4092367586862062
s__GGB56321_SGB113200,5.486806364067792e-12,21.169931283452403,5.642337729000992e-17,78.76713388958616,4.68349324011346,209,0.2365269174715907,1.6288058682860934e-11,True,1.6576194260847474e-16,True,11.260680366303054,10.788130674657875,3.111019208426438e-09,True,True,3.798479807504011,0.016591264741578376,3.4901342317890736,48,0.025986870465400387,True,11.260680366303054,1.7801205067211048
s__Erysipelothrix_anatis,5.635931647902075e-12,21.14615861852229,1.886500427312492e-17,80.98538606847367,3.966258868880271,209,0.236324080046185,1.664361064771082e-11,True,6.405064325066963e-17,True,11.249034282617146,10.778752452427788,3.1955732443604763e-09,True,True,4.065729845125907,0.01236713905477358,3.7728615248577966,48,0.020624023070754765,True,11.249034282617146,1.907730756024029
s__Roseburia_faecis,5.799865549927579e-12,21.120746987997705,1.3868221817544195e-06,29.98990366127548,7.113652116682559,209,0.2361071391280214,1.7038983247714703e-11,True,1.6554277411679071e-06,True,11.236582073954535,10.7685563240694,3.288523766808937e-09,True,True,5.237806303208386,0.0035305105780789685,5.917858852318714,48,0.007863431037557512,True,11.236582073954535,2.4521624829386557
s__GGB46505_SGB103527,6.2206147961420636e-12,21.05870573491456,7.878295750508564e-29,133.88186192919625,4.508745634836929,209,0.2355769703254777,1.8180869017590467e-11,True,2.7918710565864728e-27,True,11.206166690971989,10.740385362009306,3.52708858941255e-09,True,True,10.187753809765454,3.241348032761781e-05,5.398489904171182,48,0.00023868108241245842,True,11.206166690971987,4.489274335029796
s__Flavobacterium_aquatile,6.676004790454346e-12,20.99615874963263,1.185323750059399e-09,44.49379099335949,5.831649914057964,209,0.2350417343706843,1.9312728143814358e-11,True,1.692893114064683e-09,True,11.175483360359006,10.714156372822575,3.7852947161876145e-09,True,True,14.38728883845269,1.1388111060809273e-06,6.052759834706876,48,1.0414611244320738e-05,True,11.175483360359006,5.943548306113998
s__GGB56398_SGB113691,6.659448244626251e-12,20.99835632145988,5.642337729000992e-17,78.76713388958616,4.81747269124844,209,0.2350605524490173,1.9312728143814358e-11,True,1.6576194260847474e-16,True,11.176561751946922,10.714156372822575,3.7759071547030855e-09,True,True,3.8374357448155343,0.015892792956485255,3.4605059951296133,48,0.025241494695594228,True,11.176561751946922,1.7987997743469408
s__GGB44257_SGB103370,7.205802265157028e-12,20.928597603517904,7.43496162225316e-27,124.71752453680102,5.873487632094749,209,0.2344627478238615,2.0577676571174243e-11,True,1.4052077466058472e-25,True,11.142317659550312,10.6866036630664,4.085689884344035e-09,True,True,7.856269435771043,0.00026331573286230017,5.940159036224141,48,0.0011880228963612007,True,11.142317659550312,3.5795231914402517
s__Nitrospira_defluvii,7.185860240873219e-12,20.93104854256063,2.1232848303199765e-23,108.66785607785393,4.238360378706328,209,0.2344837672394515,2.0577676571174243e-11,True,1.626895268637063e-22,True,11.143521233723048,10.6866036630664,4.074382756575115e-09,True,True,5.411879197252316,0.0029452490603139097,4.099040663002709,48,0.007198087143094771,True,11.143521233723048,2.5308779739001594
s__Zoogloea_oleivorans,7.222147509107009e-12,20.926593820055757,9.495460565833487e-14,63.704108507391695,5.654229254051975,209,0.234445562386516,2.0577676571174243e-11,True,1.7827570002740353e-13,True,11.1413336455496,10.6866036630664,4.094957637663674e-09,True,True,7.6463815065561995,0.00032100930509467427,5.677949925111102,48,0.001389406686936491,True,11.141333645549599,3.493482378521297
s__GGB68788_SGB92796,7.393343122049796e-12,20.9058775676987,1.32237376468397e-27,128.19815489492103,5.779353906589737,209,0.2342678443322825,2.096012775101117e-11,True,2.776984905836337e-26,True,11.131159137904348,10.678606074675423,4.192025550202234e-09,True,True,7.200189263132892,0.0004918648032470571,6.172285968533364,48,0.001884373942169469,True,11.131159137904348,3.308154253477421
s__GGB81705_SGB112953,8.053903418289964e-12,20.83024322521,5.642337729000992e-17,78.76713388958616,4.637912097267848,209,0.233618300534784,2.2719220090400048e-11,True,1.6576194260847474e-16,True,11.093993582719056,10.643606581246637,4.566563238170409e-09,True,True,3.7670392120557445,0.017178070806815795,3.375351677102416,48,0.02653941729554375,True,11.093993582719055,1.7650256114593517
s__Prevotella_herbatica,8.113735453371786e-12,20.823704474778527,6.495003217680086e-07,31.55488183796621,4.132699499608377,209,0.2335620943306385,2.277469307951388e-11,True,7.936781949190967e-07,True,11.090779156480574,10.64254746703429,4.600488002061803e-09,True,True,5.444687889580064,0.0028467406160205865,4.3139418592906384,48,0.007048480040540055,True,11.090779156480574,2.54565210228152
s__Faecalibacillus_intestinalis,9.65186133388964e-12,20.67047499064125,4.866912183605001e-07,32.14962648661141,6.6601746671309305,209,0.2322425902878285,2.695864717396761e-11,True,5.973028588969775e-07,True,11.015388926129098,10.569301905149404,5.472605376315425e-09,True,True,8.026144776482122,0.00022457563349151743,6.354525124885662,48,0.0010523502825594245,True,11.015388926129098,3.648637366570751
s__Candidatus_Nitrospira_nitrificans,1.0229461467243254e-11,20.619226645925675,9.505654119685303e-11,49.64555811653147,7.943751784446459,209,0.2318002612935865,2.84318855486614e-11,True,1.4488456682423568e-10,True,10.990147229236117,10.546194337769109,5.8001046519269264e-09,True,True,8.829392683529095,0.00010733836806006319,7.798177885312487,48,0.0006406405756847983,True,10.990147229236115,3.9692450118801466
s__Psychrobacter_fulvigenes,1.1189188080239387e-11,20.540208848533457,6.679633402395876e-17,78.42536281758801,4.820683166087971,209,0.2311172520444937,3.0947656787784066e-11,True,1.9031920297278702e-16,True,10.951201425988607,10.509372228151456,6.344269641495733e-09,True,True,5.058116898241305,0.004262593208801699,4.37960159127958,48,0.008480317015405485,True,10.951201425988607,2.3703261113130747
s__Dysgonomonadaceae_bacterium_zrk40,1.1873432833491436e-11,20.4879440340602,1.0647274304549065e-12,58.79222125934386,5.9544448365774425,209,0.2306648208774961,3.2522881239563497e-11,True,1.8575398555936365e-12,True,10.9254237001605,10.48781098672451,6.732236416589645e-09,True,True,5.182453555866531,0.0037409677549481964,5.033283796554246,48,0.007863431037557512,True,10.925423700160499,2.4270160351614365
s__Aerococcaceae_bacterium_DSM_111021,1.18461096772937e-11,20.489972133572987,8.107272160852637e-17,78.03307505245344,4.6998981087658365,209,0.2306823870814753,3.2522881239563497e-11,True,2.0804819543219527e-16,True,10.9264242507578,10.48781098672451,6.716744187025528e-09,True,True,3.672927617886081,0.019066018993936437,3.6757900615468317,48,0.028827820718831894,True,10.926424250757801,1.7197399786610954
s__GGB40324_SGB48413,1.1968290675478826e-11,20.4809394591073,5.642337729000992e-17,78.76713388958616,4.699679996647219,209,0.2306041452027801,3.2625100062483146e-11,True,1.6576194260847474e-16,True,10.921967871583266,10.486448147653125,6.786020812996494e-09,True,True,3.729491096654797,0.017907045731359966,3.2759108394455825,48,0.027515704416479946,True,10.921967871583266,1.7469760572775936
s__GGB75170_SGB103651,1.2106598282640456e-11,20.470826193906525,4.392055506682501e-27,125.7786568262213,4.8539308032345225,209,0.2305165242583856,3.2687815363129237e-11,True,8.587225766513718e-26,True,10.916977867972689,10.485614103813704,6.864441226257139e-09,True,True,5.834326111877149,0.0019071440354969651,4.7423803291933115,48,0.005237908696702717,True,10.916977867972689,2.7196165059790034
s__GGB44435_SGB61857,1.2080701349673976e-11,20.472710915389744,1.4918534828577153e-12,58.10626666250916,10.366096413990071,209,0.2305328549265286,3.2687815363129237e-11,True,2.563275529637348e-12,True,10.917907851853007,10.485614103813704,6.849757665265144e-09,True,True,16.01206190074264,3.524053783622432e-07,10.220522514856098,48,3.4450663712308948e-06,True,10.917907851853007,6.452957472066972
s__GGB44499_SGB61930,1.228735419180172e-11,20.457783410496443,2.9673042126825707e-16,75.40471737494165,8.460974557006205,209,0.2304034926097276,3.3018624771334476e-11,True,6.89533396963532e-16,True,10.910541622695648,10.481241019100436,6.966929826751575e-09,True,True,54.31238244129016,7.746232624204592e-15,8.315400657872233,48,1.098028474481001e-13,True,10.910541622695648,14.110909465019516
s__Alistipes_putredinis,1.2790320038822068e-11,20.422485323967845,0.6087146371457404,1.8286762319500405,3.959070601993714,209,0.2300974249679555,3.42080729340194e-11,True,0.6185326151642201,False,10.89311858848808,10.465871390523924,7.252111462012112e-09,True,True,1.421707766545585,0.24917330817748112,3.096995078212318,48,0.27647997208734204,False,10.893118588488079,0.6034984818045693
s__Psychrobacter_pasteurii,1.3856735866990035e-11,20.35206310214765,8.008854789983462e-17,78.05781153250138,5.0588408787463655,209,0.2294860700876932,3.688624054733968e-11,True,2.0735254182285952e-16,True,10.858339061348143,10.433135605893977,7.856769236583351e-09,True,True,3.824004779935677,0.016130110943059772,3.55998347341514,48,0.02547569054238131,True,10.858339061348145,1.7923626455191002
s__Pseudoxanthomonas_mexicana,1.41357641545641e-11,20.33453961598272,1.4000987395414419e-11,53.54915869991292,6.6982695777252586,209,0.2293337929466996,3.7453169512326375e-11,True,2.2362140431549223e-11,True,10.849680709343527,10.426511423799813,8.014978275637846e-09,True,True,6.465721064574244,0.0010098669268765218,6.719726808243797,48,0.0030951056623729073,True,10.849680709343529,2.9957358507033183
s__Ruminococcus_bromii,1.4388660152593822e-11,20.31895628020718,4.38936563056145e-05,22.82628592562562,7.731616547764409,209,0.2291983249251998,3.794590840242185e-11,True,5.007586141908133e-05,True,10.841979644939451,10.420835045962152,8.158370306520698e-09,True,True,8.557411825527161,0.0001374626491371524,7.652258833935575,48,0.0007567118646676253,True,10.841979644939453,3.861815290758976
s__Leuconostoc_citreum,1.452527120804453e-11,20.31065296806591,2.3718562420805763e-10,47.77999767263739,5.393839987202142,209,0.2291261236719146,3.8128836921116886e-11,True,3.520530076596039e-10,True,10.837875749949156,10.418746442207182,8.235828774961248e-09,True,True,6.021727546764772,0.001576480643361793,4.927039792328668,48,0.004484070890309527,True,10.837875749949157,2.8023113573187217
s__GGB75380_SGB103363,1.7559818632409538e-11,20.14409685736315,3.0260711254881315e-27,126.52958152958144,4.648592508076112,209,0.2276749767024918,4.5882106749199125e-11,True,6.127794029113467e-26,True,10.755479974042132,10.338356648997754,9.956417164576211e-09,True,True,8.160718957823963,0.0001981253804521107,5.718544651985505,48,0.000941551625069747,True,10.755479974042132,3.7030598864793407
s__Bacteroides_ovatus,1.98959215304305e-11,20.03460628333163,0.8380072111243291,0.847782465000081,3.691839163190344,209,0.2267180424285164,5.174764911813805e-11,True,0.8409736083318489,False,10.70123594059338,10.286109375305076,1.1280987507754092e-08,True,True,1.2353797214246705,0.30826192985926987,2.806492157646802,48,0.33419601191243975,False,10.70123594059338,0.511080107037844
s__Serratia_proteamaculans,2.0161751270744697e-11,20.0229787826926,4.434372077318838e-21,97.8821114232688,2.5685361271399576,209,0.2266162801860635,5.2199602605078735e-11,True,2.4410572503298848e-20,True,10.695471747316397,10.282332803263609,1.1431712970512244e-08,True,True,2.194563862850162,0.10211407940621924,2.4450574282014643,48,0.1224073636856793,False,10.695471747316395,0.9909143736146422
s__Sphaerochaeta_associata,2.4043090363083843e-11,19.86887456579857,3.1879317532895e-11,51.87283807065112,6.18771817822292,209,0.2252650476564105,6.196560107212973e-11,True,5.0349785629948376e-11,True,10.61900971132088,10.20784933325018,1.3632432235868538e-08,True,True,7.743847408289599,0.00029273404772252635,6.914669316389778,48,0.0012866682562687785,True,10.619009711320881,3.533526762096229
s__Thermomonas_SGB62036,2.4407172891755296e-11,19.85573103071983,7.38874592312886e-24,110.79810801285058,4.172973059074702,209,0.2251495825917081,6.261930782635862e-11,True,6.153467489728672e-23,True,10.612482522451565,10.203291737243768,1.3838867029625257e-08,True,True,6.634240586312283,0.0008545901687633038,4.027399159940731,48,0.0027069979088759403,True,10.612482522451563,3.068242107629759
