species,f_statistic,p_value,effect_size,n_samples,p_adjusted,significant
s__GGB27187_SGB39409,5.70504400065911,0.0006490319650390409,5.237898128497036,60,0.0011783247444090838,True
s__GGB27469_SGB39758,5.703055027150771,0.0006507166498975537,5.2968469537136755,60,0.0011783247444090838,True
s__GGB29195_SGB41932,5.682621223897125,0.0006682871357234461,5.4084671423804345,60,0.0012065183917402335,True
s__GGB25349_SGB37288,5.672448847573209,0.0006772153639239412,5.2456880797557535,60,0.0012186234153649428,True
s__GGB44553_SGB103079,5.670393770383786,0.0006790339428899184,4.615691538471115,60,0.0012186234153649428,True
s__GGB45669_SGB63385,5.63313449049048,0.0007128911213214512,3.6310138494862745,60,0.0012755885642636055,True
s__Diaphorobacter_SGB61891,5.622067363967835,0.00072327868763636,6.882109081891019,60,0.0012903462977654587,True
s__Candidatus_Cibionibacter_quicibialis,5.611482226993495,0.0007333595709798186,6.570181593717413,60,0.0013044714492649872,True
s__Polynucleobacter_sp_JS_JIR_II_b4,5.596615099658577,0.0007477631094712799,4.296232763003655,60,0.0013233433248408596,True
s__GGB41346_SGB58388,5.596007075050839,0.0007483583312947481,6.481125033624236,60,0.0013233433248408596,True
s__Bacteroides_eggerthii,5.592078101682124,0.0007522163431331363,5.817829406347056,60,0.0013262761839452665,True
s__Polynucleobacter_victoriensis,5.579508429924427,0.000764696988491736,4.862636746948356,60,0.0013443506823921773,True
s__Sediminibacterium_salmoneum,5.574691969492401,0.0007695356069884038,4.377191454466242,60,0.001348924334343045,True
s__Bacteroides_luti,5.561740994261317,0.0007827029651711948,3.6113400739940795,60,0.0013680286608644362,True
s__Kaistella_chaponensis,5.550401520821166,0.000794422128138269,3.5774963598363367,60,0.0013831492303447634,True
s__GGB31540_SGB44875,5.548943895410695,0.0007959415968982304,5.266944480829307,60,0.0013831492303447634,True
s__GGB4599_SGB6362,5.543935379185895,0.000801185431814627,5.763378941016438,60,0.0013882609637477588,True
s__GGB75636_SGB103039,5.532374161214651,0.0008134259504557531,5.786212855420569,60,0.001405432229584009,True
s__Leuconostoc_citreum,5.521979386697415,0.0008245956798081052,3.654482641111286,60,0.0014206605569265355,True
s__Candidatus_Velamenicoccus_archaeovorus,5.487502994539777,0.0008627847402802623,5.016357952946517,60,0.0014822199384301941,True
s__GGB47559_SGB65524,5.46875454872751,0.0008843110225544732,5.2130734651208375,60,0.0015148850755691686,True
s__GGB96995_SGB136899,5.446958521737068,0.0009100321313118892,5.4192997378665835,60,0.001554530807878383,True
s__GGB43067_SGB57480,5.4290513385171755,0.0009317391308102642,3.2452289237813794,60,0.0015871149601090094,True
s__Denitrificimonas_caeni,5.41639836844993,0.000947397407991775,5.864439811046939,60,0.0016092412310395503,True
s__Flavobacterium_plurextorum,5.391777514179681,0.000978646280696892,2.3258001032490467,60,0.0016576508630905223,True
s__Polynucleobacter_sp_UB_Tiil_W10,5.381295103563349,0.000992270383576597,4.424798858633202,60,0.0016760197235201346,True
s__Erythrobacter_ramosus,5.358508078260463,0.001022563690697739,5.641140657358008,60,0.0017191916650938503,True
s__Amniculibacterium_aquaticum,5.357791182625485,0.0010235320195169026,2.9932962137936654,60,0.0017191916650938503,True
s__GGB44434_SGB61856,5.355045784682577,0.001027249022286385,3.420977576784012,60,0.001720642112329695,True
s__Gemmiger_formicilis,5.338586760895602,0.0010498257886536215,7.113149964688988,60,0.0017535871206596503,True
s__GGB46503_SGB91068,5.305552830184084,0.0010966902933021903,4.273727917794604,60,0.001826807311771328,True
s__GGB44536_SGB61974,5.288973455335429,0.0011210162381437591,5.08097149586857,60,0.001860889855565687,True
s__Thermomonas_beijingensis,5.287420360243317,0.0011233232295620398,3.4121782224544126,60,0.001860889855565687,True
s__Pseudomonas_fluorescens,5.269835281597223,0.00114978734049547,6.5579781953596665,60,0.0018995116885445707,True
s__Salmonella_enterica,5.247014801307204,0.0011850885151380745,5.319382160979788,60,0.0019524818978914177,True
s__Candidatus_Microthrix_parvicella,5.241069012634775,0.0011944677094393287,3.4265562256669733,60,0.0019625722855365537,True
s__GGB56729_SGB91086,5.232958976235717,0.0012073840288423627,7.328674123624814,60,0.0019784037211737627,True
s__Polynucleobacter_sp_MWH_Aus1W21,5.222671539225191,0.0012239749113814476,5.404740417643449,60,0.0020001541234769995,True
s__GGB75193_SGB103433,5.213096224704865,0.0012396278305970927,4.207709674973311,60,0.002020258329324451,True
s__GGB42928_SGB123144,5.134415687968721,0.0013762975960949866,4.799736676114238,60,0.0022369473057824176,True
s__Rhodocyclaceae_bacterium,5.123481059376499,0.001396480943470157,5.518331948256208,60,0.0022636505615927544,True
s__Cutibacterium_acnes,5.083909407825492,0.0014720995686834748,5.207090682799655,60,0.0023798285252443307,True
s__GGB57651_SGB79249,5.076035878183816,0.0014876402094435364,3.317310861944483,60,0.00239852151415629,True
s__Cylindrospermopsis_raciborskii,5.069646026197528,0.0015003761970114877,3.318701531409885,60,0.0024126049247944724,True
s__GGB75354_SGB102763,5.046797863920066,0.00154683956832079,6.325181976251531,60,0.002480702818344246,True
s__GGB54287_SGB75505,5.042222868013086,0.0015563193260857509,4.832485515834319,60,0.0024892852881424608,True
s__GGB46510_SGB64371,5.028696742863538,0.0015846969932751878,7.673385403350084,60,0.0025279690130818474,True
s__GGB46582_SGB64449,5.0242471421608075,0.0015941479106026302,4.738608325641286,60,0.002536335593913947,True
s__Bifidobacterium_longum,5.003825734554798,0.0016382708635165955,5.739771370090767,60,0.002599677186053966,True
s__Phenylobacterium_parvum,4.98860322417414,0.0016719752591485878,4.2951139563988985,60,0.0026461970636918594,True
s__Thermomonas_SGB62036,4.979850183332574,0.0016916770597571432,3.8014786939080416,60,0.00267036980898837,True
s__Polynucleobacter_sp_MWH_Loch1C5,4.962968194727047,0.001730351856106482,4.79838708043278,60,0.002724287648125871,True
s__GGB25734_SGB37713,4.933737040643546,0.0017994775641164565,5.44742729371386,60,0.002825742112401623,True
s__Stenotrophomonas_rhizophila,4.875156897909361,0.0019466690074214448,2.4412336775062364,60,0.0030489387311042368,True
s__Candidatus_Syntrophosphaera_thermopropionivorans,4.858807823046447,0.0019899144295593297,4.808570826938775,60,0.003108596893845274,True
s__Aliarcobacter_skirrowii,4.788211712599371,0.0021882721620717855,5.4129896751935735,60,0.0034096333688095263,True
s__GGB73886_SGB39359,4.785530504580968,0.002196193700991708,3.7609158137043908,60,0.0034131567054072167,True
s__GGB35308_SGB112402,4.779648858038843,0.0022136740365142154,3.6486226683898617,60,0.003421501303630387,True
s__GGB40324_SGB48413,4.779304178896666,0.002214702844116827,3.5157629577809066,60,0.003421501303630387,True
s__GGB81701_SGB112896,4.778004885139682,0.002218585422420367,3.646078749784298,60,0.003421501303630387,True
s__Polynucleobacter_sp_AP_Reno_20A_A9,4.772860748738742,0.0022340259162304207,3.3523816050858,60,0.0034365245599156727,True
s__GGB56398_SGB113691,4.770935412800055,0.002239833260910394,3.668152736568775,60,0.003436690728572437,True
s__Bifidobacterium_adolescentis,4.758522983254825,0.0022776461602343244,5.689826560141816,60,0.00348583917416573,True
s__Methanoculleus_SGB45879,4.728564992993161,0.0023716303703761976,3.6841084909036934,60,0.0036204888945236633,True
s__GGB56701_SGB78134,4.723932617334523,0.0023865142349378974,3.2548160379635616,60,0.0036320031565481507,True
s__GGB42087_SGB59228,4.721628925590436,0.0023939516487464915,3.7818066881435795,60,0.0036320031565481507,True
s__GGB46555_SGB64420,4.720611931887852,0.0023972425477714163,5.404610135752473,60,0.0036320031565481507,True
s__GGB25836_SGB37823,4.709493615695067,0.002433524479292958,3.5807776442388963,60,0.0036777324837434927,True
s__GGB26653_SGB38834,4.7054755616541755,0.0024467745388393365,6.374447549557363,60,0.003685447373178434,True
s__Burkholderiales_bacterium_LSUCC0115,4.704243247663679,0.0024508530624287764,4.685483652341112,60,0.003685447373178434,True
s__Shewanella_putrefaciens,4.700092915282358,0.0024646405468682995,2.3511028303068717,60,0.003689132839511823,True
